ID,AcPower(usb风扇,TimeT,AcPower(电吹风）,总
2.02E+11,75823,1692086579,880419,956242
2.02E+11,75473,1692086580,880257,955730
2.02E+11,75391,1692086581,880119,955510
2.02E+11,76049,1692086582,879676,955725
2.02E+11,75727,1692086583,879447,955174
2.02E+11,76202,1692086584,879903,956105
2.02E+11,75741,1692086585,880630,956371
2.02E+11,76681,1692086586,879520,956201
2.02E+11,76385,1692086587,880430,956815
2.02E+11,76692,1692086588,880621,957313
2.02E+11,75517,1692086589,879902,955419
2.02E+11,75796,1692086590,879949,955745
2.02E+11,75878,1692086591,879343,955221
2.02E+11,76386,1692086592,880325,956711
2.02E+11,75932,1692086593,879622,955554
2.02E+11,76086,1692086594,880865,956951
2.02E+11,75463,1692086595,881039,956502
2.02E+11,75816,1692086596,880773,956589
2.02E+11,75864,1692086597,880011,955875
2.02E+11,75720,1692086598,879434,955154
2.02E+11,76009,1692086599,880269,956278
2.02E+11,75844,1692086600,879961,955805
2.02E+11,75624,1692086601,879589,955213
2.02E+11,75442,1692086602,879479,954921
2.02E+11,75608,1692086603,879868,955476
2.02E+11,75220,1692086604,878843,954063
2.02E+11,75596,1692086605,879595,955191
2.02E+11,75963,1692086606,880446,956409
2.02E+11,75075,1692086607,879431,954506
2.02E+11,74904,1692086608,878148,953052
2.02E+11,75275,1692086609,878865,954140
2.02E+11,75265,1692086610,879086,954351
2.02E+11,75248,1692086611,879368,954616
2.02E+11,74925,1692086612,880229,955154
2.02E+11,75140,1692086613,880615,955755
2.02E+11,75454,1692086614,879114,954568
2.02E+11,75109,1692086615,879784,954893
2.02E+11,75679,1692086616,879638,955317
2.02E+11,76022,1692086617,879974,955996
2.02E+11,76341,1692086618,880348,956689
2.02E+11,76803,1692086619,878545,955348
2.02E+11,76178,1692086620,877914,954092
2.02E+11,75672,1692086621,879123,954795
2.02E+11,76182,1692086622,879784,955966
2.02E+11,75796,1692086623,879743,955539
2.02E+11,76156,1692086624,880190,956346
2.02E+11,76670,1692086625,880457,957127
2.02E+11,76378,1692086626,879982,956360
2.02E+11,76474,1692086627,880867,957341
2.02E+11,76525,1692086628,881299,957824
2.02E+11,75293,1692086629,879691,954984
2.02E+11,75881,1692086630,879958,955839
2.02E+11,75460,1692086631,880459,955919
2.02E+11,74976,1692086632,880307,955283
2.02E+11,75720,1692086633,879335,955055
2.02E+11,75780,1692086634,879756,955536
2.02E+11,75855,1692086635,880009,955864
2.02E+11,75781,1692086636,879130,954911
2.02E+11,75838,1692086637,880175,956013
2.02E+11,75789,1692086638,879788,955577
2.02E+11,76176,1692086639,878398,954574
2.02E+11,75368,1692086640,880085,955453
2.02E+11,75388,1692086641,880019,955407
2.02E+11,75766,1692086642,880147,955913
2.02E+11,75676,1692086643,880556,956232
2.02E+11,75952,1692086644,879891,955843
2.02E+11,75415,1692086645,879640,955055
2.02E+11,75965,1692086646,882183,958148
2.02E+11,75614,1692086647,880934,956548
2.02E+11,75266,1692086648,881139,956405
2.02E+11,75247,1692086649,880539,955786
2.02E+11,75956,1692086650,878389,954345
2.02E+11,75725,1692086651,879566,955291
2.02E+11,75304,1692086652,879741,955045
2.02E+11,75760,1692086653,880919,956679
2.02E+11,75401,1692086654,880271,955672
2.02E+11,75468,1692086655,881534,957002
2.02E+11,75774,1692086656,881376,957150
2.02E+11,75929,1692086657,541073,617002
2.02E+11,75154,1692086658,541173,616327
2.02E+11,75878,1692086659,540839,616717
2.02E+11,75656,1692086660,541163,616819
2.02E+11,75422,1692086661,540586,616008
2.02E+11,75684,1692086662,540262,615946
2.02E+11,75695,1692086663,539365,615060
2.02E+11,76055,1692086664,540075,616130
2.02E+11,76183,1692086665,540110,616293
2.02E+11,75739,1692086666,539924,615663
2.02E+11,75914,1692086667,539562,615476
2.02E+11,75716,1692086668,541050,616766
2.02E+11,76423,1692086669,540754,617177
2.02E+11,75308,1692086670,540967,616275
2.02E+11,75554,1692086671,540859,616413
2.02E+11,76075,1692086672,541049,617124
2.02E+11,76559,1692086673,541591,618150
2.02E+11,76234,1692086674,540873,617107
2.02E+11,76039,1692086675,540951,616990
2.02E+11,75908,1692086676,540914,616822
2.02E+11,75296,1692086677,541184,616480
2.02E+11,76349,1692086678,540902,617251
2.02E+11,75941,1692086679,540937,616878
2.02E+11,75955,1692086680,541180,617135
2.02E+11,75598,1692086681,541045,616643
2.02E+11,75672,1692086682,540942,616614
2.02E+11,75646,1692086683,540516,616162
2.02E+11,75248,1692086684,540986,616234
2.02E+11,75345,1692086685,540588,615933
2.02E+11,75548,1692086686,540531,616079
2.02E+11,75616,1692086687,540128,615744
2.02E+11,75628,1692086688,540067,615695
2.02E+11,75036,1692086689,540245,615281
2.02E+11,74904,1692086690,540303,615207
2.02E+11,75773,1692086691,539733,615506
2.02E+11,75420,1692086692,540728,616148
2.02E+11,75745,1692086693,540587,616332
2.02E+11,74458,1692086694,541185,615643
2.02E+11,75608,1692086695,540885,616493
2.02E+11,75481,1692086696,540212,615693
2.02E+11,75572,1692086697,539936,615508
2.02E+11,75318,1692086697,540214,615532
2.02E+11,74965,1692086699,539445,614410
2.02E+11,75640,1692086700,540673,616313
2.02E+11,76077,1692086701,540667,616744
2.02E+11,75834,1692086702,540645,616479
2.02E+11,75198,1692086703,540091,615289
2.02E+11,76292,1692086704,540362,616654
2.02E+11,75748,1692086705,540704,616452
2.02E+11,75888,1692086706,540034,615922
2.02E+11,75534,1692086707,541230,616764
2.02E+11,75529,1692086708,540480,616009
2.02E+11,75578,1692086709,540650,616228
2.02E+11,76188,1692086710,540825,617013
2.02E+11,75315,1692086711,540892,616207
2.02E+11,76018,1692086712,539552,615570
2.02E+11,76145,1692086713,540455,616600
2.02E+11,76445,1692086714,538725,615170
2.02E+11,75835,1692086715,540108,615943
2.02E+11,76286,1692086716,539734,616020
2.02E+11,76287,1692086717,539768,616055
2.02E+11,76031,1692086718,540022,616053
2.02E+11,76123,1692086719,539954,616077
2.02E+11,75829,1692086720,540563,616392
2.02E+11,75827,1692086721,540414,616241
2.02E+11,74471,1692086722,540033,614504
2.02E+11,75850,1692086723,540235,616085
2.02E+11,75138,1692086724,540292,615430
2.02E+11,75042,1692086725,539744,614786
2.02E+11,74730,1692086726,539499,614229
2.02E+11,75092,1692086727,538184,613276
2.02E+11,75333,1692086728,538154,613487
2.02E+11,74941,1692086729,539806,614747
2.02E+11,75085,1692086730,539101,614186
2.02E+11,75053,1692086731,539787,614840
2.02E+11,75419,1692086732,540304,615723
2.02E+11,75714,1692086733,539662,615376
2.02E+11,74793,1692086734,539733,614526
2.02E+11,75272,1692086735,540454,615726
2.02E+11,75904,1692086736,540070,615974
2.02E+11,76231,1692086737,540652,616883
2.02E+11,76181,1692086738,540245,616426
2.02E+11,75377,1692086739,539986,615363
2.02E+11,75534,1692086740,539813,615347
2.02E+11,75935,1692086741,539327,615262
2.02E+11,75930,1692086742,539713,615643
2.02E+11,75620,1692086743,539621,615241
2.02E+11,75735,1692086744,539285,615020
2.02E+11,75717,1692086745,539640,615357
2.02E+11,76375,1692086746,539370,615745
2.02E+11,76116,1692086747,540337,616453
2.02E+11,75528,1692086748,539813,615341
2.02E+11,75699,1692086749,540205,615904
2.02E+11,75364,1692086750,539957,615321
2.02E+11,76617,1692086751,539849,616466
2.02E+11,76613,1692086752,539516,616129
2.02E+11,75969,1692086753,539340,615309
2.02E+11,75328,1692086754,538915,614243
2.02E+11,75339,1692086755,539114,614453
2.02E+11,76399,1692086756,538095,614494
2.02E+11,75679,1692086757,538583,614262
2.02E+11,75126,1692086758,539754,614880
2.02E+11,75543,1692086759,539038,614581
2.02E+11,75931,1692086760,539635,615566
2.02E+11,75620,1692086761,540149,615769
2.02E+11,75419,1692086762,540796,616215
2.02E+11,74782,1692086763,539925,614707
2.02E+11,75319,1692086764,539967,615286
2.02E+11,75753,1692086765,540080,615833
2.02E+11,75152,1692086766,539839,614991
2.02E+11,75348,1692086767,540121,615469
2.02E+11,73978,1692086768,539230,613208
2.02E+11,75356,1692086769,539275,614631
2.02E+11,75216,1692086770,539606,614822
2.02E+11,75271,1692086771,538975,614246
2.02E+11,74727,1692086772,538590,613317
2.02E+11,76273,1692086773,538852,615125
2.02E+11,75444,1692086774,539487,614931
2.02E+11,75383,1692086775,538670,614053
2.02E+11,75677,1692086776,540144,615821
2.02E+11,75224,1692086777,539683,614907
2.02E+11,75546,1692086778,539537,615083
2.02E+11,75814,1692086779,539699,615513
2.02E+11,75466,1692086780,540812,616278
2.02E+11,75408,1692086781,539785,615193
2.02E+11,75573,1692086782,539286,614859
2.02E+11,75987,1692086783,539401,615388
2.02E+11,75505,1692086784,538943,614448
2.02E+11,75585,1692086785,539648,615233
2.02E+11,75607,1692086786,539413,615020
2.02E+11,75690,1692086787,539893,615583
2.02E+11,75478,1692086788,538750,614228
2.02E+11,74909,1692086789,539174,614083
2.02E+11,75414,1692086790,539267,614681
2.02E+11,75501,1692086791,539830,615331
2.02E+11,75120,1692086792,540758,615878
2.02E+11,75699,1692086793,540383,616082
2.02E+11,75246,1692086794,540238,615484
2.02E+11,75184,1692086795,540371,615555
2.02E+11,75913,1692086796,540114,616027
2.02E+11,75986,1692086797,539639,615625
2.02E+11,76141,1692086798,539693,615834
2.02E+11,75063,1692086799,538987,614050
2.02E+11,74986,1692086800,538512,613498
2.02E+11,74955,1692086801,538132,613087
2.02E+11,75177,1692086802,538184,613361
2.02E+11,75543,1692086803,539106,614649
2.02E+11,75037,1692086804,539789,614826
2.02E+11,75866,1692086805,539264,615130
2.02E+11,75679,1692086806,539216,614895
2.02E+11,75333,1692086807,539345,614678
2.02E+11,74874,1692086808,540373,615247
2.02E+11,74907,1692086809,540039,614946
2.02E+11,74743,1692086810,540175,614918
2.02E+11,75454,1692086811,540062,615516
2.02E+11,75000,1692086812,539037,614037
2.02E+11,75102,1692086813,539034,614136
2.02E+11,75737,1692086814,538938,614675
2.02E+11,75698,1692086815,538772,614470
2.02E+11,74822,1692086816,538627,613449
2.02E+11,74322,1692086817,538269,612591
2.02E+11,75477,1692086818,538516,613993
2.02E+11,75699,1692086819,539262,614961
2.02E+11,74921,1692086820,538909,613830
2.02E+11,74933,1692086821,539600,614533
2.02E+11,75167,1692086822,539895,615062
2.02E+11,74874,1692086823,540000,614874
2.02E+11,74434,1692086824,539642,614076
2.02E+11,74849,1692086825,540498,615347
2.02E+11,74682,1692086826,540099,614781
2.02E+11,75197,1692086827,539367,614564
2.02E+11,75180,1692086828,539350,614530
2.02E+11,74973,1692086829,539404,614377
2.02E+11,75653,1692086830,539062,614715
2.02E+11,75261,1692086831,538759,614020
2.02E+11,75577,1692086832,539956,615533
2.02E+11,75316,1692086833,539612,614928
2.02E+11,74771,1692086834,540063,614834
2.02E+11,75507,1692086835,539351,614858
2.02E+11,75786,1692086836,539354,615140
2.02E+11,74984,1692086837,540153,615137
2.02E+11,75288,1692086838,539943,615231
2.02E+11,75222,1692086839,540947,616169
2.02E+11,75625,1692086840,539162,614787
2.02E+11,75884,1692086841,539279,615163
2.02E+11,75101,1692086842,539540,614641
2.02E+11,75497,1692086843,538872,614369
2.02E+11,74989,1692086844,539215,614204
2.02E+11,76090,1692086845,538761,614851
2.02E+11,76093,1692086846,538533,614626
2.02E+11,75871,1692086847,539376,615247
2.02E+11,75703,1692086847,539332,615035
2.02E+11,75549,1692086849,540111,615660
2.02E+11,76295,1692086850,539722,616017
2.02E+11,76272,1692086851,540332,616604
2.02E+11,75903,1692086852,538908,614811
2.02E+11,75296,1692086853,539901,615197
2.02E+11,75515,1692086854,540550,616065
2.02E+11,75546,1692086855,540680,616226
2.02E+11,75182,1692086856,540613,615795
2.02E+11,74932,1692086857,539629,614561
2.02E+11,75208,1692086858,540390,615598
2.02E+11,75696,1692086859,539674,615370
2.02E+11,76873,1692086860,539742,616615
2.02E+11,76274,1692086861,539603,615877
2.02E+11,75458,1692086862,539377,614835
2.02E+11,75622,1692086863,539422,615044
2.02E+11,75362,1692086864,538788,614150
2.02E+11,75089,1692086865,538792,613881
2.02E+11,74753,1692086866,539310,614063
2.02E+11,74968,1692086867,539170,614138
2.02E+11,75457,1692086868,539179,614636
2.02E+11,75622,1692086869,539752,615374
2.02E+11,75502,1692086870,538795,614297
2.02E+11,75816,1692086871,538595,614411
2.02E+11,76241,1692086872,539444,615685
2.02E+11,75497,1692086873,539261,614758
2.02E+11,75079,1692086874,539634,614713
2.02E+11,74706,1692086875,539002,613708
2.02E+11,74906,1692086876,539541,614447
2.02E+11,75367,1692086877,538983,614350
2.02E+11,75216,1692086878,538459,613675
2.02E+11,74841,1692086879,539144,613985
2.02E+11,75437,1692086880,539191,614628
2.02E+11,75200,1692086881,538322,613522
2.02E+11,75562,1692086882,538664,614226
2.02E+11,75105,1692086883,538496,613601
2.02E+11,75375,1692086884,538466,613841
2.02E+11,75022,1692086885,538843,613865
2.02E+11,75249,1692086886,539357,614606
2.02E+11,75440,1692086887,539867,615307
2.02E+11,74722,1692086888,539793,614515
2.02E+11,75598,1692086889,539905,615503
2.02E+11,75419,1692086890,539168,614587
2.02E+11,75828,1692086891,539581,615409
2.02E+11,75446,1692086892,539757,615203
2.02E+11,75265,1692086893,539281,614546
2.02E+11,75945,1692086894,539081,615026
2.02E+11,76234,1692086895,539177,615411
2.02E+11,76061,1692086896,539355,615416
2.02E+11,76000,1692086897,539453,615453
2.02E+11,75995,1692086898,539146,615141
2.02E+11,76367,1692086899,538510,614877
2.02E+11,76215,1692086900,539095,615310
2.02E+11,76129,1692086901,538429,614558
2.02E+11,75876,1692086902,539926,615802
2.02E+11,75416,1692086903,539391,614807
2.02E+11,75997,1692086904,538947,614944
2.02E+11,75994,1692086905,538597,614591
2.02E+11,75763,1692086906,538729,614492
2.02E+11,75688,1692086907,539364,615052
2.02E+11,75561,1692086908,539475,615036
2.02E+11,75639,1692086909,540047,615686
2.02E+11,75580,1692086910,539109,614689
2.02E+11,75456,1692086911,539408,614864
2.02E+11,75670,1692086912,539558,615228
2.02E+11,76047,1692086913,539495,615542
2.02E+11,76120,1692086914,540144,616264
2.02E+11,74484,1692086916,538893,613377
2.02E+11,75850,1692086917,539069,614919
2.02E+11,75361,1692086918,539340,614701
2.02E+11,75459,1692086919,538664,614123
2.02E+11,75038,1692086920,538429,613467
2.02E+11,75341,1692086921,539066,614407
2.02E+11,75334,1692086922,539773,615107
2.02E+11,75156,1692086923,540161,615317
2.02E+11,74856,1692086924,539292,614148
2.02E+11,74850,1692086925,540095,614945
2.02E+11,75654,1692086926,539151,614805
2.02E+11,75560,1692086927,539368,614928
2.02E+11,75806,1692086928,539549,615355
2.02E+11,74657,1692086929,539779,614436
2.02E+11,75291,1692086930,0,75291
2.02E+11,75241,1692086931,0,75241
2.02E+11,75387,1692086932,0,75387
2.02E+11,75251,1692086933,0,75251
2.02E+11,75376,1692086934,0,75376
2.02E+11,75849,1692086935,0,75849
2.02E+11,75432,1692086936,0,75432
2.02E+11,75812,1692086937,542094,617906
2.02E+11,75404,1692086938,538211,613615
2.02E+11,75483,1692086939,538596,614079
2.02E+11,75890,1692086940,538409,614299
2.02E+11,76032,1692086941,537895,613927
2.02E+11,76081,1692086942,537586,613667
2.02E+11,75097,1692086943,537894,612991
2.02E+11,75538,1692086944,537961,613499
2.02E+11,76363,1692086945,537527,613890
2.02E+11,75869,1692086947,537263,613132
2.02E+11,76094,1692086948,537408,613502
2.02E+11,76284,1692086949,538320,614604
2.02E+11,75570,1692086950,537050,612620
2.02E+11,75394,1692086951,536210,611604
2.02E+11,75377,1692086952,536640,612017
2.02E+11,75202,1692086953,537368,612570
2.02E+11,75363,1692086954,537965,613328
2.02E+11,75067,1692086955,537037,612104
2.02E+11,75193,1692086956,536828,612021
2.02E+11,74782,1692086957,537829,612611
2.02E+11,75719,1692086958,537965,613684
2.02E+11,75226,1692086959,538403,613629
2.02E+11,75573,1692086960,538574,614147
2.02E+11,74253,1692086961,538310,612563
2.02E+11,75133,1692086962,538034,613167
2.02E+11,75712,1692086963,539176,614888
2.02E+11,75516,1692086964,537664,613180
2.02E+11,75080,1692086965,538338,613418
2.02E+11,74954,1692086967,537001,611955
2.02E+11,75367,1692086968,537485,612852
2.02E+11,74486,1692086969,537503,611989
2.02E+11,74820,1692086970,536731,611551
2.02E+11,75387,1692086971,536865,612252
2.02E+11,75285,1692086972,536785,612070
2.02E+11,74818,1692086973,537274,612092
2.02E+11,74786,1692086974,536416,611202
2.02E+11,74850,1692086975,535883,610733
2.02E+11,75133,1692086976,536030,611163
2.02E+11,75221,1692086977,536490,611711
2.02E+11,74964,1692086978,536883,611847
2.02E+11,74840,1692086979,536891,611731
2.02E+11,75324,1692086980,536340,611664
2.02E+11,75574,1692086981,536200,611774
2.02E+11,74805,1692086982,536259,611064
2.02E+11,74506,1692086983,536591,611097
2.02E+11,76039,1692086984,536705,612744
2.02E+11,75599,1692086985,537295,612894
2.02E+11,75783,1692086986,536997,612780
2.02E+11,75472,1692086987,537194,612666
2.02E+11,75619,1692086988,537029,612648
2.02E+11,76384,1692086989,536948,613332
2.02E+11,76029,1692086990,536114,612143
2.02E+11,75688,1692086991,537021,612709
2.02E+11,75685,1692086992,536106,611791
2.02E+11,76099,1692086993,535766,611865
2.02E+11,75638,1692086994,535696,611334
2.02E+11,76168,1692086995,535450,611618
2.02E+11,75605,1692086996,536110,611715
2.02E+11,74749,1692086997,536403,611152
2.02E+11,75621,1692086998,536287,611908
2.02E+11,75675,1692086998,536907,612582
2.02E+11,75677,1692087000,536801,612478
2.02E+11,75690,1692087001,537507,613197
2.02E+11,75549,1692087002,537210,612759
2.02E+11,75478,1692087003,536427,611905
2.02E+11,75211,1692087004,536674,611885
2.02E+11,74914,1692087005,536516,611430
2.02E+11,74895,1692087006,536316,611211
2.02E+11,75270,1692087007,535953,611223
2.02E+11,75159,1692087008,536462,611621
2.02E+11,74858,1692087009,535936,610794
2.02E+11,74902,1692087010,535714,610616
2.02E+11,75343,1692087011,536005,611348
2.02E+11,75134,1692087012,535807,610941
2.02E+11,75473,1692087013,536331,611804
2.02E+11,74950,1692087014,535842,610792
2.02E+11,75130,1692087015,536527,611657
2.02E+11,75397,1692087016,537395,612792
2.02E+11,75635,1692087017,536813,612448
2.02E+11,75494,1692087018,536638,612132
2.02E+11,75576,1692087019,536293,611869
2.02E+11,75485,1692087020,535399,610884
2.02E+11,76272,1692087021,536434,612706
2.02E+11,75315,1692087022,536432,611747
2.02E+11,75407,1692087023,535673,611080
2.02E+11,74775,1692087024,536158,610933
2.02E+11,74886,1692087025,535051,609937
2.02E+11,74700,1692087026,535938,610638
2.02E+11,74827,1692087027,536040,610867
2.02E+11,74701,1692087028,536011,610712
2.02E+11,74664,1692087029,535561,610225
2.02E+11,75093,1692087030,537081,612174
2.02E+11,75558,1692087031,536782,612340
2.02E+11,74411,1692087032,536207,610618
2.02E+11,74451,1692087033,536558,611009
2.02E+11,75028,1692087034,535306,610334
2.02E+11,75217,1692087035,536020,611237
2.02E+11,75086,1692087036,535672,610758
2.02E+11,75021,1692087037,536707,611728
2.02E+11,75795,1692087038,536867,612662
2.02E+11,76445,1692087039,536350,612795
2.02E+11,76293,1692087040,536645,612938
2.02E+11,75728,1692087041,535664,611392
2.02E+11,75688,1692087042,535818,611506
2.02E+11,75662,1692087043,535086,610748
2.02E+11,75893,1692087044,535009,610902
2.02E+11,75879,1692087045,535728,611607
2.02E+11,75002,1692087046,535243,610245
2.02E+11,75836,1692087047,534585,610421
2.02E+11,76130,1692087048,534258,610388
2.02E+11,76273,1692087049,534888,611161
2.02E+11,75890,1692087050,534881,610771
2.02E+11,76022,1692087051,534939,610961
2.02E+11,75730,1692087052,534498,610228
2.02E+11,75922,1692087053,536590,612512
2.02E+11,75679,1692087054,536329,612008
2.02E+11,75071,1692087055,536785,611856
2.02E+11,74625,1692087056,536967,611592
2.02E+11,75329,1692087057,536418,611747
2.02E+11,75485,1692087058,536472,611957
2.02E+11,75087,1692087059,536258,611345
2.02E+11,75052,1692087060,535827,610879
2.02E+11,74937,1692087061,535941,610878
2.02E+11,75275,1692087062,534659,609934
2.02E+11,75528,1692087063,534935,610463
2.02E+11,75313,1692087064,535841,611154
2.02E+11,75041,1692087065,535307,610348
2.02E+11,75049,1692087066,535906,610955
2.02E+11,75754,1692087067,535709,611463
2.02E+11,74641,1692087068,535720,610361
2.02E+11,74911,1692087069,535853,610764
2.02E+11,74944,1692087070,536363,611307
2.02E+11,75064,1692087071,536222,611286
2.02E+11,74341,1692087072,536961,611302
2.02E+11,75228,1692087073,536935,612163
2.02E+11,75359,1692087074,536674,612033
2.02E+11,75741,1692087075,536313,612054
2.02E+11,75992,1692087076,537069,613061
2.02E+11,75153,1692087077,536295,611448
2.02E+11,75523,1692087078,537590,613113
2.02E+11,76164,1692087079,536974,613138
2.02E+11,75700,1692087080,536576,612276
2.02E+11,76525,1692087081,537149,613674
2.02E+11,75727,1692087082,537609,613336
2.02E+11,75561,1692087083,537696,613257
2.02E+11,75919,1692087084,536658,612577
